departure_date,airline_code,flight_number,source_airport,destination_airport,flight_status,departure_scheduled_time,departure_actual_time,arrival_scheduled_time,arrival_actual_time
2018-02-04,BA,1414,LHR,BHD,LANDED,1517728800,1517728200,1517733600,1517732580
2018-02-04,BA,728,LHR,GVA,LANDED,1517737200,1517737740,1517743500,1517743140
2018-02-04,BA,478,LHR,BCN,LANDED,1517730300,1517730300,1517737800,1517737800
2018-02-04,UA,9546,LHR,FRA,LANDED,1517725800,1517725440,1517731500,1517730180
2018-02-04,CX,1213,LHR,NCL,LANDED,1517737500,1517737200,1517742000,1517741400
2018-02-04,AY,5936,LHR,ARN,LANDED,1517773800,1517773920,1517783100,1517783400
2018-02-04,9W,5979,LHR,FCO,LANDED,1517770200,1517770020,1517779200,1517778840
2018-02-04,AA,6526,LHR,VCE,LANDED,1517769900,1517769720,1517777400,1517777220
2018-02-04,LY,8003,LHR,DFW,LANDED,1517753400,1517753040,1517790900,1517790540
2018-02-04,BA,55,LHR,JNB,LANDED,1517767800,1517767740,1517807700,1517807640
2018-02-04,EI,8873,LHR,JFK,LANDED,1517743200,1517744340,1517772000,1517774340
2018-02-04,AA,6278,LHR,MAD,LANDED,1517729400,1517729520,1517738400,1517737800
2018-02-04,EI,8897,LHR,IAH,LANDED,1517756400,1517756280,1517794200,1517794380
2018-02-04,AA,6168,LHR,IAD,LANDED,1517743500,1517744340,1517773800,1517775420
2018-02-04,BA,472,LHR,BCN,LANDED,1517724900,1517724600,1517732400,1517731800
2018-02-04,LH,923,LHR,FRA,LANDED,1517729400,1517729100,1517735100,1517735580
2018-02-04,AA,6158,LHR,IAH,LANDED,1517756400,1517756280,1517794200,1517794380
2018-02-04,JJ,2806,LHR,GLA,LANDED,1517757000,1517758680,1517762400,1517763300
2018-02-04,BA,838,LHR,DUB,LANDED,1517763300,1517762820,1517768400,1517767080
2018-02-04,EI,8813,LHR,JFK,LANDED,1517761500,1517761560,1517790600,1517791320
2018-02-04,AY,5904,LHR,HEL,LANDED,1517742300,1517742480,1517753400,1517753820
2018-02-04,JJ,8323,LHR,GRU,LANDED,1517778300,1517780280,1517822100,1517820780
2018-02-04,AA,6383,LHR,MXP,LANDED,1517762100,1517761860,1517769300,1517767800
2018-02-04,IB,7551,LHR,GOT,LANDED,1517754600,1517754720,1517762100,1517762220
2018-02-04,AA,6193,LHR,IAD,LANDED,1517763600,1517770380,1517794200,1517801820
2018-02-04,QF,3544,LHR,EAP,LANDED,1517730000,1517729760,1517735700,1517735340
2018-02-04,UA,6922,LHR,IST,LANDED,1517730900,1517730900,1517744700,1517746380
2018-02-04,BA,81,LHR,ACC,LANDED,1517750700,1517751120,1517774100,1517774100
2018-02-04,EK,8,LHR,DXB,LANDED,1517735400,1517736180,1517760000,1517759700
2018-02-04,VS,206,LHR,HKG,LANDED,1517778000,1517778600,1517820600,null
2018-02-04,AC,861,LHR,YYT,LANDED,1517742600,1517742360,1517763000,1517762940
2018-02-04,CX,256,LHR,HKG,LANDED,1517776500,1517776500,1517818500,1517819580
2018-02-04,OS,458,LHR,VIE,LANDED,1517724000,1517723820,1517732400,1517731080
2018-02-04,AC,6038,LHR,ATH,LANDED,1517762100,1517761860,1517775600,1517774520
2018-02-04,UA,9846,LHR,VIE,LANDED,1517735100,1517735280,1517743200,1517743020
2018-02-04,EI,8328,LHR,DUB,LANDED,1517768400,1517768160,1517773500,1517771820
2018-02-04,AA,6134,LHR,JFK,LANDED,1517761500,1517761560,1517790600,1517791320
2018-02-04,BA,634,LHR,ATH,LANDED,1517772300,1517773920,1517785500,1517786280
2018-02-04,AA,6203,LHR,SAN,LANDED,1517753400,1517754240,1517793900,1517793840
2018-02-04,AA,6770,LHR,DUB,LANDED,1517751300,1517750700,1517756400,1517754780
2018-02-04,AA,6452,LHR,AMS,LANDED,1517757300,1517759280,1517762100,1517763240
2018-02-04,VS,7938,LHR,PEK,LANDED,1517766000,1517766360,1517803200,1517804160
2018-02-04,BA,5925,LHR,ORK,LANDED,1517781600,1517781720,1517786100,1517785260
2018-02-04,AF,1381,LHR,CDG,LANDED,1517726400,1517726220,1517731200,1517731020
2018-02-04,AA,6726,LHR,AMS,LANDED,1517726700,1517726820,1517732100,1517731560
2018-02-04,AA,6764,LHR,DUB,LANDED,1517732400,1517732220,1517737200,1517736480
2018-02-04,EI,8891,LHR,AUS,LANDED,1517743200,1517742960,1517781300,1517780520
2018-02-04,KL,1018,LHR,AMS,LANDED,1517761500,1517761080,1517765700,1517765040
2018-02-04,BA,5955,LHR,DUB,LANDED,1517738400,1517738400,1517743200,1517742840
2018-02-04,AI,162,LHR,DEL,LANDED,1517733900,1517733900,1517763300,1517763060
2018-02-04,BA,229,LHR,BWI,LANDED,1517757300,1517757780,1517787000,1517789460
2018-02-04,DL,4386,LHR,MIA,LANDED,1517747100,1517747100,1517782200,1517782800
2018-02-04,EI,179,LHR,DUB,LANDED,1517777100,1517777880,1517781600,1517782020
2018-02-04,AC,5337,LHR,IAD,LANDED,1517729400,1517728560,1517760900,1517761140
2018-02-04,BA,2137,LHR,BHD,LANDED,1517773500,1517774100,1517777700,1517777760
2018-02-04,LH,2481,LHR,MUC,LANDED,1517775300,1517775900,1517781600,1517782320
2018-02-04,EK,2,LHR,DXB,LANDED,1517751600,1517751660,1517776800,1517775780
2018-02-04,JJ,2875,LHR,GVA,LANDED,1517771400,1517770980,1517777400,1517777040
2018-02-04,UA,9623,LHR,DUS,LANDED,1517772600,1517774940,1517777700,1517778960
2018-02-04,AF,3586,LHR,DTW,LANDED,1517754900,1517754600,1517787120,1517788140
2018-02-04,NH,6731,LHR,LIS,LANDED,1517769000,1517768400,1517778300,1517776740
2018-02-04,TK,1986,LHR,IST,LANDED,1517761500,1517761680,1517775000,1517774520
2018-02-04,EI,8338,LHR,DUB,LANDED,1517763300,1517762820,1517768400,1517767080
2018-02-04,WY,102,LHR,MCT,LANDED,1517774700,1517774700,1517801700,1517801040
2018-02-04,SQ,2644,LHR,ARN,LANDED,1517778300,1517779200,1517787000,1517787720
2018-02-04,BA,1446,LHR,EDI,LANDED,1517756700,1517756820,1517762100,1517761740
2018-02-04,AA,6130,LHR,PHL,LANDED,1517748300,1517748540,1517777700,1517778420
2018-02-04,QR,5109,LHR,ORD,LANDED,1517745000,1517744220,1517777100,1517775780
2018-02-04,IB,4661,LHR,LAS,LANDED,1517760300,1517761500,1517798700,1517799120
2018-02-04,QF,8002,LHR,DXB,LANDED,1517751600,1517751660,1517776800,1517775780
2018-02-04,EY,7450,LHR,CPH,LANDED,1517763600,1517763840,1517770500,1517769480
2018-02-04,AC,855,LHR,YVR,LANDED,1517754600,1517753820,1517789100,1517788260
2018-02-04,AC,6336,LHR,BRU,LANDED,1517742300,1517746500,1517746200,1517750160
2018-02-04,BA,4600,LHR,HND,LANDED,1517770800,1517770440,1517813700,1517814060
2018-02-04,IB,4784,LHR,ARN,LANDED,1517758800,1517758860,1517768100,1517769060
2018-02-04,BA,682,LHR,SZG,LANDED,1517746500,1517746500,1517754000,1517752980
2018-02-04,JJ,2865,LHR,EAP,LANDED,1517770500,1517770380,1517776200,1517776200
2018-02-04,OS,8225,LHR,YYZ,LANDED,1517745600,1517745600,1517773800,1517775060
2018-02-04,BA,103,LHR,YYC,LANDED,1517750100,1517750040,1517783100,1517782140
2018-02-04,9W,117,LHR,BOM,LANDED,1517778300,1517777820,1517810100,1517808900
2018-02-04,AA,6604,LHR,MRS,LANDED,1517742600,1517742360,1517749500,1517749140
2018-02-04,AA,6451,LHR,MUC,LANDED,1517741400,1517741280,1517748300,1517747700
2018-02-04,AC,9949,LHR,OSL,LANDED,1517739600,1517739300,1517747400,1517746560
2018-02-04,CZ,7193,LHR,CDG,LANDED,1517765700,1517765340,1517770200,1517769240
2018-02-04,AA,6172,LHR,ATL,LANDED,1517753700,1517754180,1517788200,1517790240
2018-02-04,AA,6586,LHR,NCE,LANDED,1517733000,1517736720,1517740200,1517744220
2018-02-04,AA,6219,LHR,YVR,LANDED,1517765400,1517765460,1517800200,1517799180
2018-02-04,EY,7963,LHR,BHD,LANDED,1517757000,1517756820,1517762100,1517760420
2018-02-04,JJ,2832,LHR,MRS,LANDED,1517763300,1517763300,1517770200,1517769720
2018-02-04,GF,6651,LHR,DFW,LANDED,1517739000,1517738580,1517776500,1517775720
2018-02-04,JJ,2851,LHR,TXL,LANDED,1517752500,1517752440,1517759400,1517759700
2018-02-04,AC,6905,LHR,DUB,LANDED,1517734200,1517734080,1517739000,1517737980
2018-02-04,AA,6752,LHR,MAN,LANDED,1517739600,1517739360,1517743500,1517742960
2018-02-04,AY,5783,LHR,RDU,LANDED,1517740500,1517739780,1517772600,1517772720
2018-02-04,SK,534,LHR,ARN,LANDED,1517778300,1517779200,1517787000,1517787720
2018-02-04,AA,6271,LHR,GVA,LANDED,1517761200,1517760900,1517767200,1517765880
2018-02-04,GA,9237,LHR,AMS,LANDED,1517744700,1517744100,1517749500,1517748000
2018-02-04,AA,6263,LHR,LIN,LANDED,1517739900,1517739600,1517747100,1517746200
2018-02-04,AY,5969,LHR,GLA,LANDED,1517757000,1517758680,1517762400,1517763300
2018-02-04,AY,5493,LHR,DFW,LANDED,1517739300,1517739120,1517776200,1517775960
2018-02-04,9W,5055,LHR,YVR,LANDED,1517754600,1517753820,1517789100,1517788260
2018-02-04,EI,175,LHR,DUB,LANDED,1517769900,1517769840,1517774400,1517772900
2018-02-04,IB,4741,LHR,GRU,LANDED,1517778300,1517780280,1517822100,1517820780
2018-02-04,MF,9302,LHR,AMS,LANDED,1517733600,1517734380,1517738700,1517738340
2018-02-04,VS,7315,LHR,SIN,LANDED,1517735400,1517735040,1517781900,1517780400
2018-02-04,AA,6340,LHR,GVA,LANDED,1517744700,1517744520,1517751000,1517750520
2018-02-04,BA,1416,LHR,BHD,LANDED,1517749200,1517749080,1517754300,1517753400
2018-02-04,BA,245,LHR,EZE,LANDED,1517782200,1517783040,1517832300,1517831700
2018-02-04,JJ,2815,LHR,EDI,LANDED,1517765400,1517765760,1517770500,1517770620
2018-02-04,BA,662,LHR,LCA,LANDED,1517744400,1517744400,1517761200,1517760480
2018-02-04,IB,4667,LHR,LAX,LANDED,1517740500,1517740440,1517781300,1517780220
2018-02-04,OS,8239,LHR,YUL,LANDED,1517749200,1517748960,1517775900,1517777100
2018-02-04,EI,8875,LHR,JFK,LANDED,1517737200,1517737140,1517766000,1517766600
2018-02-04,LH,6840,LHR,YVR,LANDED,1517754600,1517753820,1517789100,1517788260
2018-02-04,EI,8803,LHR,YYC,LANDED,1517750100,1517750040,1517783100,1517782140
2018-02-04,BA,718,LHR,ZRH,LANDED,1517757300,1517757300,1517763900,1517763720
2018-02-04,AA,6406,LHR,OSL,LANDED,1517761800,1517762040,1517769900,1517770020
2018-02-04,GF,6,LHR,BAH,LANDED,1517781000,1517780760,1517804400,1517803140
2018-02-04,EI,151,LHR,DUB,LANDED,1517730600,1517730420,1517735400,1517734500
2018-02-04,EY,18,LHR,AUH,LANDED,1517774400,1517774640,1517800500,1517799720
2018-02-04,AA,6504,LHR,AMS,LANDED,1517741700,1517741640,1517746800,1517745600
2018-02-04,ME,4513,LHR,YYC,LANDED,1517750700,1517751720,1517782800,1517783400
2018-02-04,SU,2585,LHR,SVO,LANDED,1517783400,1517783880,1517796300,1517798400
2018-02-04,SQ,2521,LHR,IAD,LANDED,1517741100,1517740500,1517772600,1517772420
2018-02-04,SQ,319,LHR,SIN,LANDED,1517776500,1517777100,1517823000,1517823240
2018-02-04,BA,802,LHR,GOT,LANDED,1517771700,1517771340,1517779200,1517778840
2018-02-04,A3,601,LHR,ATH,LANDED,1517746500,1517747640,1517759400,1517759520
2018-02-04,LH,2485,LHR,MUC,LANDED,1517730000,1517730360,1517736300,1517737740
2018-02-04,EI,8919,LHR,DEN,LANDED,1517743500,1517743980,1517779200,1517779140
2018-02-04,AY,4017,LHR,JFK,LANDED,1517764500,1517764020,1517793900,1517793300
2018-02-04,QR,5904,LHR,GLA,LANDED,1517740200,1517740260,1517745600,1517745180
2018-02-04,BA,5969,LHR,DUB,LANDED,1517761200,1517762100,1517766000,1517765460
2018-02-04,UA,7646,LHR,BHD,LANDED,1517742300,1517742000,1517747100,1517746320
2018-02-04,BA,948,LHR,MUC,LANDED,1517727600,1517727180,1517734500,1517733480
2018-02-04,AC,6330,LHR,BRU,LANDED,1517727000,1517729820,1517730900,1517733780
2018-02-04,AF,3624,LHR,ATL,LANDED,1517747400,1517746680,1517783400,1517783280
2018-02-04,VS,41,LHR,SFO,LANDED,1517755800,1517755440,1517795700,1517795280
2018-02-04,AC,6960,LHR,DUS,LANDED,1517731500,1517732760,1517734500,1517736360
2018-02-04,JL,7781,LHR,DUS,LANDED,1517760000,1517759760,1517765100,1517764380
2018-02-04,BA,790,LHR,GOT,LANDED,1517729700,1517729400,1517736900,1517736240
2018-02-04,BA,984,LHR,TXL,LANDED,1517748300,1517748180,1517755200,1517754540
2018-02-04,JJ,2866,LHR,ABZ,LANDED,1517772600,1517772420,1517778300,1517777820
2018-02-04,IB,4603,LHR,SEA,LANDED,1517754600,1517754900,1517790300,1517789700
2018-02-04,BA,708,LHR,ZRH,LANDED,1517765100,1517764860,1517771700,1517770920
2018-02-04,LH,9260,LHR,IAD,LANDED,1517745600,1517746440,1517776200,1517776920
2018-02-04,BA,994,LHR,TXL,LANDED,1517752500,1517752440,1517759400,1517759700
2018-02-04,AA,6500,LHR,PRG,LANDED,1517728800,1517728680,1517736000,1517735340
2018-02-04,BA,1442,LHR,EDI,LANDED,1517734500,1517734380,1517739600,1517739420
2018-02-04,AA,6188,LHR,SFO,LANDED,1517740800,1517741100,1517781600,1517780520
2018-02-04,AA,6162,LHR,MIA,LANDED,1517753700,1517755320,1517789400,1517790600
2018-02-04,MS,778,LHR,CAI,LANDED,1517752800,1517753820,1517769600,1517770260
2018-02-04,BA,1308,LHR,ABZ,LANDED,1517746200,1517746800,1517752200,1517751720
2018-02-04,GA,9157,LHR,AUH,LANDED,1517774400,1517774640,1517800500,1517799720
2018-02-04,BA,35,LHR,MAA,LANDED,1517754000,1517754780,1517789100,1517789100
2018-02-04,AY,5485,LHR,EWR,LANDED,1517742600,1517743080,1517772000,1517772960
2018-02-04,AA,6605,LHR,MRS,LANDED,1517763300,1517763300,1517770200,1517769720
2018-02-04,AI,7301,LHR,YYT,LANDED,1517742600,1517742360,1517763000,1517762940
2018-02-04,IB,4621,LHR,JFK,LANDED,1517773800,1517773800,1517802000,1517803860
2018-02-04,UA,123,LHR,IAD,LANDED,1517729400,1517728560,1517760900,1517761140
2018-02-04,GF,6673,LHR,RDU,LANDED,1517740500,1517739780,1517772600,1517772720
2018-02-04,AA,6450,LHR,DUS,LANDED,1517760000,1517759760,1517765100,1517764380
2018-02-04,IB,7445,LHR,MAD,LANDED,1517749200,1517749560,1517757900,1517757480
2018-02-04,EY,7917,LHR,ORK,LANDED,1517737500,1517737920,1517742600,1517741160
2018-02-04,AA,737,LHR,PHL,LANDED,1517738100,1517737620,1517769300,1517768280
2018-02-04,AA,6380,LHR,SOF,LANDED,1517731800,1517731920,1517742900,1517742780
2018-02-04,AA,6349,LHR,NCL,LANDED,1517765700,1517765400,1517769900,1517769300
2018-02-04,LY,8025,LHR,ORD,LANDED,1517745000,1517744220,1517777100,1517775780
2018-02-04,AA,7982,LHR,DOH,LANDED,1517756700,1517756220,1517781300,1517779260
2018-02-04,AA,7978,LHR,DOH,LANDED,1517776200,1517776140,1517800500,1517799300
2018-02-04,LH,903,LHR,FRA,LANDED,1517740200,1517741460,1517745900,1517746320
2018-02-04,AA,6465,LHR,IST,LANDED,1517760900,1517760660,1517775000,1517773680
2018-02-04,QR,5900,LHR,BHD,LANDED,1517749200,1517749080,1517754300,1517753400
2018-02-04,BA,870,LHR,BUD,LANDED,1517768100,1517768040,1517777100,1517776500
2018-02-04,BA,249,LHR,GIG,LANDED,1517744100,1517744700,1517786100,1517785080
2018-02-04,LH,907,LHR,FRA,LANDED,1517751000,1517755740,1517756700,1517761560
2018-02-04,EY,7473,LHR,OSL,LANDED,1517739600,1517739300,1517747400,1517746560
2018-02-04,QR,5573,LHR,JFK,LANDED,1517764500,1517764020,1517793900,1517793300
2018-02-04,UL,2849,LHR,YYZ,LANDED,1517756400,1517756280,1517784300,1517786700
2018-02-04,XY,3012,LHR,AUH,LANDED,1517734800,1517734560,1517761500,1517757960
2018-02-04,EK,32,LHR,DXB,LANDED,1517770800,1517770560,1517795400,1517794500
2018-02-04,BA,1494,LHR,GLA,LANDED,1517774100,1517774580,1517779200,1517779440
2018-02-04,SA,7011,LHR,LIS,LANDED,1517747100,1517747400,1517757000,1517756100
2018-02-04,UA,7643,LHR,ORK,LANDED,1517767500,1517767860,1517772300,1517771460
2018-02-04,UA,929,LHR,MKE,LANDED,1517739900,1517739000,1517772900,null
2018-02-04,AA,6624,LHR,EDI,LANDED,1517743800,1517743440,1517749200,1517748780
2018-02-04,NH,7841,LHR,BOG,LANDED,1517781900,1517782320,1517818980,1517819280
2018-02-04,MF,9652,LHR,AMS,LANDED,1517725800,1517725620,1517731200,1517730900
2018-02-04,AC,6928,LHR,LIS,LANDED,1517724000,1517723760,1517733300,1517733240
2018-02-04,BA,834,LHR,DUB,LANDED,1517740500,1517740740,1517745900,1517745300
2018-02-04,BA,580,LHR,MXP,LANDED,1517762100,1517761860,1517769300,1517767800
2018-02-04,BA,794,LHR,HEL,LANDED,1517742300,1517742480,1517753400,1517753820
2018-02-04,ME,204,LHR,BEY,LANDED,1517781600,1517781360,1517799000,1517797140
2018-02-04,BA,1478,LHR,GLA,LANDED,1517776800,1517777340,1517781900,1517782200
2018-02-04,CX,7157,LHR,HAM,LANDED,1517737200,1517737320,1517743200,1517743080
2018-02-04,QR,5569,LHR,JFK,LANDED,1517739300,1517738640,1517768700,1517767920
2018-02-04,9W,119,LHR,BOM,LANDED,1517738700,1517738280,1517770800,1517770140
2018-02-04,AA,6655,LHR,BLR,LANDED,1517752800,1517752860,1517787000,1517786820
2018-02-04,LH,9648,LHR,BOG,LANDED,1517781900,1517782320,1517818980,1517819280
2018-02-04,BA,444,LHR,AMS,LANDED,1517772900,1517772660,1517777700,1517776620
2018-02-04,AA,7988,LHR,DOH,LANDED,1517734800,1517734800,1517759100,1517757720
2018-02-04,LH,7629,LHR,EWR,LANDED,1517760300,1517760600,1517790900,1517790720
2018-02-04,AA,6495,LHR,EDI,LANDED,1517756700,1517756820,1517762100,1517761740
2018-02-04,EK,4,LHR,DXB,LANDED,1517775600,1517777880,1517800800,1517801220
2018-02-04,UA,8219,LHR,YYZ,LANDED,1517745600,1517745600,1517773800,1517775060
2018-02-04,KQ,1002,LHR,AMS,LANDED,1517733600,1517734380,1517738700,1517738340
2018-02-04,QR,5579,LHR,LAX,LANDED,1517749800,1517748720,1517791200,1517789100
2018-02-04,IB,7453,LHR,BCN,LANDED,1517750400,1517751060,1517758200,1517759460
2018-02-04,VA,5555,LHR,SIN,LANDED,1517781900,1517781600,1517828400,1517828100
2018-02-04,IB,4677,LHR,ORD,LANDED,1517759100,1517759220,1517790900,1517791260
2018-02-04,BA,680,LHR,IST,LANDED,1517760900,1517760660,1517775000,1517773680
2018-02-04,MU,4980,LHR,CDG,LANDED,1517758500,1517758440,1517763000,1517762580
2018-02-04,BA,392,LHR,BRU,LANDED,1517732700,1517732520,1517736900,1517736600
2018-02-04,EY,6076,LHR,ABZ,LANDED,1517737500,1517737860,1517744700,1517743140
2018-02-04,BA,75,LHR,LOS,LANDED,1517737800,1517738460,1517761200,1517762820
2018-02-04,IB,5621,LHR,BCN,LANDED,1517762700,1517766300,1517770500,null
2018-02-04,AC,6923,LHR,DUB,LANDED,1517730600,1517730420,1517735400,1517734500
2018-02-04,SQ,2581,LHR,EWR,LANDED,1517760000,1517759820,1517789400,1517790420
2018-02-04,ME,4505,LHR,YOW,LANDED,1517745900,1517746080,1517774100,1517774580
2018-02-04,JL,7123,LHR,BUD,LANDED,1517731800,1517731920,1517740800,1517741160
2018-02-04,BA,846,LHR,WAW,LANDED,1517733000,1517732700,1517741700,1517741220
2018-02-04,VA,5557,LHR,SIN,LANDED,1517741700,1517741460,1517788200,1517786460
2018-02-04,VN,54,LHR,HAN,LANDED,1517742000,1517742000,1517782500,1517781840
2018-02-04,AA,6344,LHR,GVA,LANDED,1517756400,1517756400,1517762700,1517761740
2018-02-04,RJ,3013,LHR,OSL,LANDED,1517761800,1517762040,1517769900,1517770020
2018-02-04,AA,6207,LHR,YYZ,LANDED,1517744400,1517745060,1517773200,1517774640
2018-02-04,OS,7795,LHR,EWR,LANDED,1517747700,1517746680,1517778000,1517777400
2018-02-04,AY,5449,LHR,SEA,LANDED,1517754600,1517754900,1517790300,1517789700
2018-02-04,AA,6462,LHR,FRA,LANDED,1517753400,1517753760,1517759700,1517759160
2018-02-04,DL,4382,LHR,IAD,LANDED,1517741100,1517740500,1517772600,1517772420
2018-02-04,SQ,305,LHR,SIN,LANDED,1517735400,1517735040,1517781900,1517780400
2018-02-04,VS,3,LHR,JFK,LANDED,1517734200,1517734140,1517763600,1517763180
2018-02-04,AA,6611,LHR,HAM,LANDED,1517744100,1517743860,1517750400,1517749800
2018-02-04,BA,1326,LHR,NCL,LANDED,1517737500,1517737200,1517742000,1517741400
2018-02-04,AC,5375,LHR,SFO,LANDED,1517744100,1517743920,1517784000,1517783580
2018-02-04,LH,6582,LHR,YYZ,LANDED,1517756400,1517756280,1517784300,1517786700
2018-02-04,IB,4228,LHR,MIA,LANDED,1517742300,1517742240,1517778600,1517776740
2018-02-04,BA,5,LHR,NRT,LANDED,1517752200,1517752080,1517794500,1517795520
2018-02-04,QR,5908,LHR,LBA,LANDED,1517765400,1517765100,1517769300,1517768400
2018-02-04,AY,5439,LHR,BOS,LANDED,1517771400,1517771820,1517798400,1517799420
2018-02-04,CA,856,LHR,PEK,LANDED,1517775900,1517775960,1517813100,1517816400
2018-02-04,BA,436,LHR,AMS,LANDED,1517757300,1517759280,1517762100,1517763240
2018-02-04,AA,6426,LHR,BUD,LANDED,1517768100,1517768040,1517777100,1517776500
2018-02-04,FI,455,LHR,KEF,LANDED,1517776200,1517777940,1517787600,1517787960
2018-02-04,AY,5982,LHR,LIS,LANDED,1517756400,1517756460,1517766300,1517765940
2018-02-04,IB,4637,LHR,MIA,LANDED,1517753700,1517755320,1517789400,1517790600
2018-02-04,OS,7809,LHR,IAH,LANDED,1517738700,1517739000,1517777100,1517777940
2018-02-04,NZ,3321,LHR,SIN,LANDED,1517781900,1517781600,1517828400,1517828100
2018-02-04,NH,6136,LHR,FRA,LANDED,1517761800,1517762520,1517767500,1517767380
2018-02-04,EY,7901,LHR,SNN,LANDED,1517737800,1517737320,1517742900,1517742180
2018-02-04,BA,588,LHR,LIN,LANDED,1517739900,1517739600,1517747100,1517746200
2018-02-04,IB,4760,LHR,DEL,LANDED,1517770500,1517771040,1517800800,1517800800
2018-02-04,AC,6818,LHR,ZRH,LANDED,1517734200,1517734320,1517740800,1517740260
2018-02-04,AA,6349,LHR,GVA,LANDED,1517741700,1517741700,1517748300,1517747160
2018-02-04,UA,8309,LHR,YYZ,LANDED,1517767200,1517766900,1517795100,1517799180
2018-02-04,OS,8231,LHR,YOW,LANDED,1517745900,1517746080,1517774100,1517774580
2018-02-04,AF,3672,LHR,JFK,LANDED,1517764500,1517763480,1517795100,1517794140
2018-02-04,CX,1243,LHR,MAN,LANDED,1517773800,1517773440,1517777400,1517776860
2018-02-04,AC,859,LHR,YYZ,LANDED,1517767200,1517766900,1517795100,1517799180
2018-02-04,XY,3018,LHR,AUH,LANDED,1517774400,1517774640,1517800500,1517799720
2018-02-04,BA,1318,LHR,ABZ,LANDED,1517772600,1517772420,1517778300,1517777820
2018-02-04,IB,4671,LHR,SFO,LANDED,1517756700,1517757480,1517797800,1517797500
2018-02-04,BA,185,LHR,EWR,LANDED,1517742600,1517743080,1517772000,1517772960
2018-02-04,CZ,7845,LHR,AMS,LANDED,1517725800,1517725620,1517731200,1517730900
2018-02-04,AA,6320,LHR,EAP,LANDED,1517745000,1517744760,1517751000,1517749620
2018-02-04,AA,6649,LHR,OTP,LANDED,1517738400,1517738040,1517750400,1517748840
2018-02-04,JL,7709,LHR,EAP,LANDED,1517770500,1517770380,1517776200,1517776200
2018-02-04,AA,6440,LHR,GLA,LANDED,1517757000,1517758680,1517762400,1517763300
2018-02-04,UA,17,LHR,EWR,LANDED,1517747700,1517746680,1517778000,1517777400
2018-02-04,LY,8055,LHR,JFK,LANDED,1517764500,1517764020,1517793900,1517793300
2018-02-04,AM,6022,LHR,CDG,LANDED,1517737200,1517736840,1517742000,1517740920
2018-02-04,BA,139,LHR,BOM,LANDED,1517737800,1517737920,1517769900,1517770080
2018-02-04,BA,2191,LHR,LCG,LANDED,1517770800,1517773140,1517777340,1517777700
2018-02-04,LH,2473,LHR,MUC,LANDED,1517742600,1517742360,1517748900,1517748660
2018-02-04,UL,2861,LHR,YYT,LANDED,1517742600,1517742360,1517763000,1517762940
2018-02-04,AC,5357,LHR,MKE,LANDED,1517739900,1517739000,1517772900,null
2018-02-04,BA,886,LHR,OTP,LANDED,1517738400,1517738040,1517750400,1517748840
2018-02-04,SQ,2824,LHR,BRU,LANDED,1517742300,1517746500,1517746200,1517750160
2018-02-04,SA,7304,LHR,YVR,LANDED,1517754600,1517753820,1517789100,1517788260
2018-02-04,AA,6148,LHR,EWR,LANDED,1517742600,1517743080,1517772000,1517772960
2018-02-04,AC,6512,LHR,CAI,LANDED,1517752800,1517753820,1517769600,1517770260
2018-02-04,BM,6094,LHR,BRU,LANDED,1517742300,1517746500,1517746200,1517750160
2018-02-04,EI,8765,LHR,YVR,LANDED,1517765400,1517765460,1517800200,1517799180
2018-02-04,BA,149,LHR,BEY,LANDED,1517758500,1517758980,1517776200,1517775660
2018-02-04,CX,7185,LHR,TXL,LANDED,1517769600,1517769300,1517776200,1517776380
2018-02-04,IB,7599,LHR,YUL,LANDED,1517762700,1517763780,1517789400,1517790720
2018-02-04,OS,7793,LHR,EWR,LANDED,1517739900,1517739720,1517770500,1517770260
2018-02-04,BA,684,LHR,INN,LANDED,1517751300,1517751240,1517758500,1517757960
2018-02-04,AC,5345,LHR,IAD,LANDED,1517745600,1517746440,1517776200,1517776920
2018-02-04,AA,6170,LHR,DEN,LANDED,1517743500,1517743980,1517779200,1517779140
2018-02-04,VS,5302,LHR,JFK,LANDED,1517747400,1517746860,1517778240,1517777400
2018-02-04,BA,326,LHR,CDG,LANDED,1517772900,1517772480,1517777400,1517776500
2018-02-04,BA,43,LHR,CPT,LANDED,1517767800,1517767860,1517809500,1517809080
2018-02-04,IB,4619,LHR,JFK,LANDED,1517766900,1517766900,1517796000,1517796840
2018-02-04,UA,9673,LHR,STR,LANDED,1517752500,1517754180,1517758200,1517758920
2018-02-04,AA,135,LHR,LAX,LANDED,1517749800,1517748720,1517791200,1517789100
2018-02-04,AA,6667,LHR,HYD,LANDED,1517755200,1517755560,1517788200,1517788560
2018-02-04,AA,6350,LHR,FRA,LANDED,1517732400,1517732640,1517738400,1517738460
2018-02-04,LH,9226,LHR,IAD,LANDED,1517729400,1517728560,1517760900,1517761140
2018-02-04,TK,1988,LHR,IST,LANDED,1517730900,1517730900,1517744700,1517746380
2018-02-04,BA,344,LHR,NCE,LANDED,1517746800,1517746260,1517754600,1517753280
2018-02-04,G3,5539,LHR,AMS,LANDED,1517725800,1517725620,1517731200,1517730900
2018-02-04,CX,7143,LHR,DUS,LANDED,1517773200,1517773260,1517778300,1517778000
2018-02-04,SQ,2571,LHR,SFO,LANDED,1517755800,1517755440,1517795700,1517795280
2018-02-04,BA,109,LHR,DXB,LANDED,1517780400,1517780100,1517805300,1517804880
